family_name,first_name,patronymic,graduation_season,school,tenure_start_date,troupe_city,source,note,entry_id,balletartists_link_status,balletartists_seasons_attested,balletartists_link_note
Дмитріевъ,Михаилъ,,1896-97,St. Petersburg,1897-05-01,St. Petersburg,report_per_row,BalletArtists roster consistently shows ['1897-06-01'] instead of the Report's 1897-05-01 -- verified against the scanned page image directly. See docs/eval/source_document_anomalies.md.,graduates_1896-97_p001__e005,linked,1897-98,Matches this graduate's own Report-stated date (1897-05-01) against a BalletArtists person active 1897-98 -- linked on that basis
Медалинскій,Александръ,,1896-97,St. Petersburg,1897-05-01,St. Petersburg,report_per_row,BalletArtists roster consistently shows ['1897-06-01'] instead of the Report's 1897-05-01 -- verified against the scanned page image directly. See docs/eval/source_document_anomalies.md.,graduates_1896-97_p001__e006,linked,1897-98–1907-08,Matches this graduate's own Report-stated date (1897-05-01) against a BalletArtists person active 1897-98–1907-08 -- linked on that basis
Печатниковъ,Николай,,1896-97,St. Petersburg,1897-05-01,St. Petersburg,report_per_row,"BalletArtists roster consistently shows ['1897-06-01', '1897-09-01'] instead of the Report's 1897-05-01 -- verified against the scanned page image directly. See docs/eval/source_document_anomalies.md.",graduates_1896-97_p001__e007,linked,1897-98–1907-08,"Matches this graduate's own Report-stated date (1897-05-01) closely enough: 10 of this person's 11 attested BalletArtists seasons agree on service-start 1897-09-01 (continuous, unbroken 1897-98 through 1907-08); a single 1904-05 record shows 1897-06-01 instead, an isolated outlier -- same pattern as the confirmed Мосолова/Грабовская print-variance cases, not a second person. An initial automated pass split this into two candidates because the outlier's date fell outside a fixed proximity window; corrected on manual review."
Чекрыгинъ,Иванъ,,1896-97,St. Petersburg,1897-05-01,St. Petersburg,report_per_row,BalletArtists roster consistently shows ['1897-06-01'] instead of the Report's 1897-05-01 -- verified against the scanned page image directly. See docs/eval/source_document_anomalies.md.,graduates_1896-97_p001__e008,linked,1898-99–1906-07,Matches this graduate's own Report-stated date (1897-05-01) against a BalletArtists person active 1898-99–1906-07 -- linked on that basis
Иванова,Наталья,,1896-97,Moscow,1897-09-01,Moscow,report_per_row,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1896-97_p003__e001,linked,1897-98–1902-03,Matches this graduate's own Report-stated date (1897-09-01) against a BalletArtists person active 1897-98–1902-03 -- linked on that basis
Ильина,Вѣра,,1896-97,Moscow,1897-09-01,Moscow,report_per_row,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1896-97_p003__e002,linked,1897-98–1907-08,Matches this graduate's own Report-stated date (1897-09-01) against a BalletArtists person active 1897-98–1907-08 -- linked on that basis
Куршинская,Александра,,1896-97,Moscow,1897-09-01,Moscow,report_per_row,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1896-97_p003__e003,linked,1897-98–1907-08,Matches this graduate's own Report-stated date (1897-09-01) against a BalletArtists person active 1897-98–1907-08 -- linked on that basis
Молчанова,Любовь,,1896-97,Moscow,1897-09-01,Moscow,report_per_row,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1896-97_p003__e004,linked,1897-98–1907-08,Matches this graduate's own Report-stated date (1897-09-01) against a BalletArtists person active 1897-98–1907-08 -- linked on that basis
Никитина,Екатерина,,1896-97,Moscow,1897-09-01,Moscow,report_per_row,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1896-97_p003__e005,linked,1898-99–1905-06,Matches this graduate's own Report-stated date (1897-09-01) against a BalletArtists person active 1898-99–1905-06 -- linked on that basis
Николаева,Анна,,1896-97,Moscow,1897-09-01,Moscow,report_per_row,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1896-97_p003__e006,linked,1898-99–1905-06,Matches this graduate's own Report-stated date (1897-09-01) against a BalletArtists person active 1898-99–1905-06 -- linked on that basis
Токарева,Анна,,1896-97,Moscow,1897-09-01,Moscow,report_per_row,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1896-97_p003__e007,linked,1897-98–1907-08,Matches this graduate's own Report-stated date (1897-09-01) against a BalletArtists person active 1897-98–1907-08 -- linked on that basis
Шишко,Евгенія,,1896-97,Moscow,1897-09-01,Moscow,report_per_row,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1896-97_p003__e008,linked,1897-98–1901-02,Matches this graduate's own Report-stated date (1897-09-01) against a BalletArtists person active 1897-98–1901-02 -- linked on that basis
Барановъ,Константинъ,,1896-97,Moscow,1897-09-01,Moscow,report_per_row,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1896-97_p003__e009,linked,1897-98–1907-08,Matches this graduate's own Report-stated date (1897-09-01) against a BalletArtists person active 1897-98–1907-08 -- linked on that basis
Ивановъ,Сергѣй,,1896-97,Moscow,1897-09-01,Moscow,report_per_row,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1896-97_p003__e010,linked,1898-99–1905-06,Matches this graduate's own Report-stated date (1897-09-01) against a BalletArtists person active 1898-99–1905-06 -- linked on that basis
Шипановъ,Михаилъ,,1896-97,Moscow,1897-09-01,Moscow,report_per_row,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1896-97_p003__e011,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Ѳедоровъ,Павелъ,,1896-97,Moscow,1897-09-01,Moscow,report_per_row,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1896-97_p003__e012,linked,1897-98–1907-08,"Matches this graduate's own Report-stated date (1897-09-01) against a BalletArtists person active 1897-98–1907-08 -- linked on that basis (this person's own record documents more than one service period -- 1897-09-01, 1903-09-09 -- e.g. a departure and later re-enrollment, not a different person.)"
